Chart Date|Rank|Album|Artist|Spotify Album ID|Peak Pos|Weeks|Change
2015-10-24|12|This Is War|Emily Kinney|1cdx361oEJ3E0cUjjk4QQj|12|1|New
2015-10-24|13|All Across This Land|Blitzen Trapper|5yRHvK60LBVzl52TbpmiQL|13|1|New
2015-10-24|14|Something More Than Free|Jason Isbell|1x3gpcLJaZA8vkLxRa6EhH|1|12|0
2015-10-24|15|Chaos And The Calm|James Bay|3GqsyMrJu3o8jLiGyBsBQW|1|29|-5
2015-10-24|16|Wanted On Voyage|George Ezra|5tF2lAa2rh2kU2xIiBzWia|1|37|-4
2015-10-24|17|Dream Your Life Away|Vance Joy|6rIbiUMmZJfqJRnXhVxFvg|2|56|-2
2015-10-24|18|Fools|Wild Child|55ld4JYzuogsLO2utQ1VHk|18|1|New
2015-10-24|19|Uncovered|Shawn Colvin|48RUKWr9oRjtkNiV74IVqn|7|2|-12
2015-10-24|20|Old Time Reverie|Mipso|3uNiWWdpmOkw7i8DSaELav|20|1|New
2015-10-24|21|Nashville Obsolete|Dave Rawlings Machine|1XSvq5XZQCp1rUzGcgKjPf|6|3|-8
2015-10-24|22|The Firewatcher's Daughter|Brandi Carlile|574vPW6gCbK6lYxk5JGvFe|1|30|0
2015-10-24|23|Positive Songs For Negative People|Frank Turner|74kibOnFEYvBPM0g2GaSBf|3|9|-3
2015-10-24|24|Ashes & Dust|Warren Haynes Featuring Railroad Earth|0HbYURnxNSvT8urV5FOizW|2|11|0
2015-10-24|25|Didn't He Ramble|Glen Hansard|0VR0U8c34soFl7IWPyqqwY|5|3|-8
2015-10-17|1|1989|Ryan Adams|6WCWxMMBOvsAQl1SLUTMup|1|2|0
2015-10-17|2|b'lieve i'm goin down...|Kurt Vile|2uRTsStAmo7Z2UwCIvuwMv|2|1|Hot Shot Debut
2015-10-17|3|Servant Of Love|Patty Griffin|5ISnw1aCUfzN5D3EVTQ77e|3|1|New
2015-10-17|4|Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|4fJVmBWTmwohP1RgAS5a2W|1|6|0
2015-10-17|5|Hozier|Hozier|7HW03Zew4rnOhy5uwskRSz|1|52|+3
2015-10-17|6|Picking Up The Pieces|Jewel|2uXmASzvhIl8hQJvVKh8ij|1|3|+1
2015-10-17|7|Uncovered|Shawn Colvin|48RUKWr9oRjtkNiV74IVqn|7|1|New
2015-10-17|8|Before This World|James Taylor|7nNmJTgCFOJtTlhSRZXcPQ|1|16|+1
2015-10-17|9|Turnpike Troubadours|Turnpike Troubadours|46EPywakNshyqPm3KFUYpQ|2|2|-7
2015-10-17|10|Chaos And The Calm|James Bay|3GqsyMrJu3o8jLiGyBsBQW|1|28|+2
2015-10-17|11|Beneath The Skin|Of Monsters And Men|1XoZXbaY5k41bIxBekZG5b|1|17|-1
2015-10-17|12|Wanted On Voyage|George Ezra|5tF2lAa2rh2kU2xIiBzWia|1|36|-1
2015-10-17|13|Nashville Obsolete|Dave Rawlings Machine|1XSvq5XZQCp1rUzGcgKjPf|6|2|-7
2015-10-17|14|Something More Than Free|Jason Isbell|1x3gpcLJaZA8vkLxRa6EhH|1|11|-1
2015-10-17|15|Dream Your Life Away|Vance Joy|6rIbiUMmZJfqJRnXhVxFvg|2|55|-1
2015-10-17|16|Strangers Again|Judy Collins|0L1t5RqtupjguRouvfFF6b|3|2|-13
2015-10-17|17|Didn't He Ramble|Glen Hansard|0VR0U8c34soFl7IWPyqqwY|5|2|-12
2015-10-17|18|Star Wars|Wilco|7BD2cOGKumTOMctWSysCD5|2|7|-2
2015-10-17|19|Brand New|Ben Rector|6DC3JdwFSWdeHae1ualpnL|1|5|-4
2015-10-17|20|Positive Songs For Negative People|Frank Turner|74kibOnFEYvBPM0g2GaSBf|3|8|+2
2015-10-17|21|I Love You, Honeybear|Father John Misty|2A8IKX257C4hJaYUHMhLP7|2|34|+3
2015-10-17|22|The Firewatcher's Daughter|Brandi Carlile|574vPW6gCbK6lYxk5JGvFe|1|29|Re-Entry
2015-10-17|23|Didn't It Rain|Amy Helm|2keN2Mu0KQzbWq3O4qyLIO|10|3|Re-Entry
2015-10-17|24|Ashes & Dust|Warren Haynes Featuring Railroad Earth|0HbYURnxNSvT8urV5FOizW|2|10|-5
2015-10-17|25|Tracker|Mark Knopfler|0eB4vHv83yYk1pMim2NIar|1|23|Re-Entry
2015-10-10|1|1989|Ryan Adams|6WCWxMMBOvsAQl1SLUTMup|1|1|Hot Shot Debut
2015-10-10|2|Turnpike Troubadours|Turnpike Troubadours|46EPywakNshyqPm3KFUYpQ|2|1|New
2015-10-10|3|Strangers Again|Judy Collins|0L1t5RqtupjguRouvfFF6b|3|1|New
2015-10-10|4|Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|4fJVmBWTmwohP1RgAS5a2W|1|5|-2
2015-10-10|5|Didn't He Ramble|Glen Hansard|0VR0U8c34soFl7IWPyqqwY|5|1|New
2015-10-10|6|Nashville Obsolete|Dave Rawlings Machine|1XSvq5XZQCp1rUzGcgKjPf|6|1|New
2015-10-10|7|Picking Up The Pieces|Jewel|2uXmASzvhIl8hQJvVKh8ij|1|2|-6
2015-10-10|8|Hozier|Hozier|7HW03Zew4rnOhy5uwskRSz|1|51|-5
2015-10-10|9|Before This World|James Taylor|7nNmJTgCFOJtTlhSRZXcPQ|1|15|-2
2015-10-10|10|Beneath The Skin|Of Monsters And Men|1XoZXbaY5k41bIxBekZG5b|1|16|-4
2015-10-10|11|Wanted On Voyage|George Ezra|5tF2lAa2rh2kU2xIiBzWia|1|35|0
2015-10-10|12|Chaos And The Calm|James Bay|3GqsyMrJu3o8jLiGyBsBQW|1|27|-2
2015-10-10|13|Something More Than Free|Jason Isbell|1x3gpcLJaZA8vkLxRa6EhH|1|10|-8
2015-10-10|14|Dream Your Life Away|Vance Joy|6rIbiUMmZJfqJRnXhVxFvg|2|54|-6
2015-10-10|15|Brand New|Ben Rector|6DC3JdwFSWdeHae1ualpnL|1|4|-6
2015-10-10|16|Star Wars|Wilco|7BD2cOGKumTOMctWSysCD5|2|6|-4
2015-10-10|17|All Our Yesterdays|Blackmore's Night|64ogI9OD0mbdskzx2RK2cu|17|1|New
2015-10-10|18|Panhandle Rambler|Joe Ely|3BrbKJPF9SZFUzjgSNX0WJ|18|1|New
2015-10-10|19|Ashes & Dust|Warren Haynes Featuring Railroad Earth|0HbYURnxNSvT8urV5FOizW|2|9|-3
2015-10-10|20|Good Luck Charm|The Mastersons|6GAgduAUKT4za3wmxec1Jh|20|1|New
2015-10-10|21|Over And Even|Joan Shelley|3DX3eiqJCRBcmZGpRMR5FC|14|3|-7
2015-10-10|22|Positive Songs For Negative People|Frank Turner|74kibOnFEYvBPM0g2GaSBf|3|7|-9
2015-10-10|23|American Originals: Recorded Live At Music Hall|Cincinnati Pops Orchestra (Russell)||23|1|New
2015-10-10|24|I Love You, Honeybear|Father John Misty|2A8IKX257C4hJaYUHMhLP7|2|33|0
2015-10-10|25|Strange Trails|Lord Huron|1SUC3BzNqa5Kna2bZAsAK8|1|24|-7
2015-10-03|1|Picking Up The Pieces|Jewel|2uXmASzvhIl8hQJvVKh8ij|1|1|Hot Shot Debut
2015-10-03|2|Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|4fJVmBWTmwohP1RgAS5a2W|1|4|-1
2015-10-03|3|Hozier|Hozier|7HW03Zew4rnOhy5uwskRSz|1|50|-1
2015-10-03|4|Faith In The Future|Craig Finn|0aAgD0NnRmPCZXywAxH59R|4|1|New
2015-10-03|5|Something More Than Free|Jason Isbell|1x3gpcLJaZA8vkLxRa6EhH|1|9|+1
2015-10-03|6|Beneath The Skin|Of Monsters And Men|1XoZXbaY5k41bIxBekZG5b|1|15|+1
2015-10-03|7|Before This World|James Taylor|7nNmJTgCFOJtTlhSRZXcPQ|1|14|-3
2015-10-03|8|Dream Your Life Away|Vance Joy|6rIbiUMmZJfqJRnXhVxFvg|2|53|+3
2015-10-03|9|Brand New|Ben Rector|6DC3JdwFSWdeHae1ualpnL|1|3|-4
2015-10-03|10|Chaos And The Calm|James Bay|3GqsyMrJu3o8jLiGyBsBQW|1|26|-2
2015-10-03|11|Wanted On Voyage|George Ezra|5tF2lAa2rh2kU2xIiBzWia|1|34|+1
2015-10-03|12|Star Wars|Wilco|7BD2cOGKumTOMctWSysCD5|2|5|-2
2015-10-03|13|Positive Songs For Negative People|Frank Turner|74kibOnFEYvBPM0g2GaSBf|3|6|-4
2015-10-03|14|Over And Even|Joan Shelley|3DX3eiqJCRBcmZGpRMR5FC|14|2|0
2015-10-03|15|The Firewatcher's Daughter|Brandi Carlile|574vPW6gCbK6lYxk5JGvFe|1|28|+1
2015-10-03|16|Ashes & Dust|Warren Haynes Featuring Railroad Earth|0HbYURnxNSvT8urV5FOizW|2|8|-1
2015-10-03|17|Sometimes I Sit And Think, And Sometimes I Just Sit.|Courtney Barnett|4xRrnbv5WmQp6CJXksbF1t|1|26|0
2015-10-03|18|Strange Trails|Lord Huron|1SUC3BzNqa5Kna2bZAsAK8|1|23|+1
2015-10-03|19|Another One|Mac DeMarco|0qE5QSP0wAkhMzt8X4TGPC|1|6|-6
2015-10-03|20|Little Neon Limelight|Houndmouth|6Gz5tGa43FSecxkYcX0O5h|6|19|0
2015-10-03|21|Tracker|Mark Knopfler|0eB4vHv83yYk1pMim2NIar|1|22|+2
2015-10-03|22|Carrie & Lowell|Sufjan Stevens|0U8DeqqKDgIhIiWOdqiQXE|1|25|-4
2015-10-03|23|Geronimo|Shane Smith & The Saints|7B2oMtnyw4d5aZOSq2eUhz|23|1|New
2015-10-03|24|I Love You, Honeybear|Father John Misty|2A8IKX257C4hJaYUHMhLP7|2|32|-3
2015-10-03|25|The Essential Bob Dylan (2014)|Bob Dylan|1y3abw64BlSEeFuuhjlke1|16|10|Re-Entry
2015-09-26|1|Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|4fJVmBWTmwohP1RgAS5a2W|1|3|+1
2015-09-26|2|Hozier|Hozier|7HW03Zew4rnOhy5uwskRSz|1|49|+2
2015-09-26|3|The Wonderlands: Darkness (EP)|Jon Foreman||3|1|Hot Shot Debut
2015-09-26|4|Before This World|James Taylor|7nNmJTgCFOJtTlhSRZXcPQ|1|13|-1
2015-09-26|5|Brand New|Ben Rector|6DC3JdwFSWdeHae1ualpnL|1|2|-4
2015-09-26|6|Something More Than Free|Jason Isbell|1x3gpcLJaZA8vkLxRa6EhH|1|8|-1
2015-09-26|7|Beneath The Skin|Of Monsters And Men|1XoZXbaY5k41bIxBekZG5b|1|14|+1
2015-09-26|8|Chaos And The Calm|James Bay|3GqsyMrJu3o8jLiGyBsBQW|1|25|-1
2015-09-26|9|Positive Songs For Negative People|Frank Turner|74kibOnFEYvBPM0g2GaSBf|3|5|+2
2015-09-26|10|Star Wars|Wilco|7BD2cOGKumTOMctWSysCD5|2|4|-4
2015-09-26|11|Dream Your Life Away|Vance Joy|6rIbiUMmZJfqJRnXhVxFvg|2|52|-2
2015-09-26|12|Wanted On Voyage|George Ezra|5tF2lAa2rh2kU2xIiBzWia|1|33|-2
2015-09-26|13|Another One|Mac DeMarco|0qE5QSP0wAkhMzt8X4TGPC|1|5|+1
2015-09-26|14|Over And Even|Joan Shelley|3DX3eiqJCRBcmZGpRMR5FC|14|1|New
2015-09-26|15|Ashes & Dust|Warren Haynes Featuring Railroad Earth|0HbYURnxNSvT8urV5FOizW|2|7|-3
2015-09-26|16|The Firewatcher's Daughter|Brandi Carlile|574vPW6gCbK6lYxk5JGvFe|1|27|+2
2015-09-26|17|Sometimes I Sit And Think, And Sometimes I Just Sit.|Courtney Barnett|4xRrnbv5WmQp6CJXksbF1t|1|25|0
2015-09-26|18|Carrie & Lowell|Sufjan Stevens|0U8DeqqKDgIhIiWOdqiQXE|1|24|-2
2015-09-26|19|Strange Trails|Lord Huron|1SUC3BzNqa5Kna2bZAsAK8|1|22|+3
2015-09-26|20|Little Neon Limelight|Houndmouth|6Gz5tGa43FSecxkYcX0O5h|6|18|0
2015-09-26|21|I Love You, Honeybear|Father John Misty|2A8IKX257C4hJaYUHMhLP7|2|31|0
2015-09-26|22|Abyss|Chelsea Wolfe|7bDxnaImZCM2TJbsI1gMVi|6|5|-3
2015-09-26|23|Tracker|Mark Knopfler|0eB4vHv83yYk1pMim2NIar|1|21|0
2015-09-26|24|Family Of The Year|Family Of The Year|6Ci9f6OPLnQzde2E2f1tUX|24|1|New
2015-09-26|25|Dylan, Cash And The Nashville Cats: A New Music City|Various Artists||7|8|Re-Entry
2015-09-19|1|Brand New|Ben Rector|6DC3JdwFSWdeHae1ualpnL|1|1|Hot Shot Debut
2015-09-19|2|Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|4fJVmBWTmwohP1RgAS5a2W|1|2|-1
2015-09-19|3|Before This World|James Taylor|7nNmJTgCFOJtTlhSRZXcPQ|1|12|+4
2015-09-19|4|Hozier|Hozier|7HW03Zew4rnOhy5uwskRSz|1|48|0
2015-09-19|5|Something More Than Free|Jason Isbell|1x3gpcLJaZA8vkLxRa6EhH|1|7|-2
2015-09-19|6|Star Wars|Wilco|7BD2cOGKumTOMctWSysCD5|2|3|-4
2015-09-19|7|Chaos And The Calm|James Bay|3GqsyMrJu3o8jLiGyBsBQW|1|24|+5
2015-09-19|8|Beneath The Skin|Of Monsters And Men|1XoZXbaY5k41bIxBekZG5b|1|13|+1
2015-09-19|9|Dream Your Life Away|Vance Joy|6rIbiUMmZJfqJRnXhVxFvg|2|51|+2
2015-09-19|10|Wanted On Voyage|George Ezra|5tF2lAa2rh2kU2xIiBzWia|1|32|+3
2015-09-19|11|Positive Songs For Negative People|Frank Turner|74kibOnFEYvBPM0g2GaSBf|3|4|+7
2015-09-19|12|Ashes & Dust|Warren Haynes Featuring Railroad Earth|0HbYURnxNSvT8urV5FOizW|2|6|+2
2015-09-19|13|Fables|David Ramirez|5DyP3nlsq34yAEelfJVGiZ|13|1|New
2015-09-19|14|Another One|Mac DeMarco|0qE5QSP0wAkhMzt8X4TGPC|1|4|+1
2015-09-19|15|Love And The Death Of Damnation|The White Buffalo|4IkyVPY1GiUNRtcC4Jupmr|8|2|-7
2015-09-19|16|Carrie & Lowell|Sufjan Stevens|0U8DeqqKDgIhIiWOdqiQXE|1|23|+4
2015-09-19|17|Sometimes I Sit And Think, And Sometimes I Just Sit.|Courtney Barnett|4xRrnbv5WmQp6CJXksbF1t|1|24|0
2015-09-19|18|The Firewatcher's Daughter|Brandi Carlile|574vPW6gCbK6lYxk5JGvFe|1|26|+5
2015-09-19|19|Abyss|Chelsea Wolfe|7bDxnaImZCM2TJbsI1gMVi|6|4|+2
2015-09-19|20|Little Neon Limelight|Houndmouth|6Gz5tGa43FSecxkYcX0O5h|6|17|Re-Entry
2015-09-19|21|I Love You, Honeybear|Father John Misty|2A8IKX257C4hJaYUHMhLP7|2|30|+1
2015-09-19|22|Strange Trails|Lord Huron|1SUC3BzNqa5Kna2bZAsAK8|1|21|Re-Entry
2015-09-19|23|Tracker|Mark Knopfler|0eB4vHv83yYk1pMim2NIar|1|20|Re-Entry
2015-09-19|24|The Essential Bob Dylan (2014)|Bob Dylan|1y3abw64BlSEeFuuhjlke1|16|9|Re-Entry
2015-09-19|25|Kala|Trevor Hall|4UNG1Zv6PnBj81EXMc7ocq|5|2|-20
2015-09-12|1|Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|4fJVmBWTmwohP1RgAS5a2W|1|1|Hot Shot Debut
2015-09-12|2|Star Wars|Wilco|7BD2cOGKumTOMctWSysCD5|2|2|+21
2015-09-12|3|Something More Than Free|Jason Isbell|1x3gpcLJaZA8vkLxRa6EhH|1|6|-2
2015-09-12|4|Hozier|Hozier|7HW03Zew4rnOhy5uwskRSz|1|47|-2
2015-09-12|5|Kala|Trevor Hall|4UNG1Zv6PnBj81EXMc7ocq|5|1|New
2015-09-12|6|Carry The Ghost|Noah Gundersen|1JxQaa79R9S2qoq97glhVB|6|1|New
2015-09-12|7|Before This World|James Taylor|7nNmJTgCFOJtTlhSRZXcPQ|1|11|-2
2015-09-12|8|Love And The Death Of Damnation|The White Buffalo|4IkyVPY1GiUNRtcC4Jupmr|8|1|New
2015-09-12|9|Beneath The Skin|Of Monsters And Men|1XoZXbaY5k41bIxBekZG5b|1|12|-2
2015-09-12|10|Back To Birth|Jackie Greene|086VFd35VDBlgsl1PkQdlG|10|1|New
2015-09-12|11|Dream Your Life Away|Vance Joy|6rIbiUMmZJfqJRnXhVxFvg|2|50|0
2015-09-12|12|Chaos And The Calm|James Bay|3GqsyMrJu3o8jLiGyBsBQW|1|23|-2
2015-09-12|13|Wanted On Voyage|George Ezra|5tF2lAa2rh2kU2xIiBzWia|1|31|-5
2015-09-12|14|Ashes & Dust|Warren Haynes Featuring Railroad Earth|0HbYURnxNSvT8urV5FOizW|2|5|-5
2015-09-12|15|Another One|Mac DeMarco|0qE5QSP0wAkhMzt8X4TGPC|1|3|-11
2015-09-12|16|Sound Of A Living Heart|JJ Heller|1vh6T25YNn9v5PJ0l0Avbu|16|1|New
2015-09-12|17|Sometimes I Sit And Think, And Sometimes I Just Sit.|Courtney Barnett|4xRrnbv5WmQp6CJXksbF1t|1|23|-3
2015-09-12|18|Positive Songs For Negative People|Frank Turner|74kibOnFEYvBPM0g2GaSBf|3|3|-12
2015-09-12|19|True Detective: Music From The HBO Series|Soundtrack||3|2|-16
2015-09-12|20|Carrie & Lowell|Sufjan Stevens|0U8DeqqKDgIhIiWOdqiQXE|1|22|-7
2015-09-12|21|Abyss|Chelsea Wolfe|7bDxnaImZCM2TJbsI1gMVi|6|3|-9
2015-09-12|22|I Love You, Honeybear|Father John Misty|2A8IKX257C4hJaYUHMhLP7|2|29|-1
2015-09-12|23|The Firewatcher's Daughter|Brandi Carlile|574vPW6gCbK6lYxk5JGvFe|1|25|-8
2015-09-12|24|The Monsanto Years|Neil Young + Promise Of The Real||2|8|Re-Entry
2015-09-12|25|Dylan, Cash And The Nashville Cats: A New Music City|Various Artists||7|7|Re-Entry
2015-09-05|1|Something More Than Free|Jason Isbell|1x3gpcLJaZA8vkLxRa6EhH|1|5|+1
2015-09-05|2|Hozier|Hozier|7HW03Zew4rnOhy5uwskRSz|1|46|+2
2015-09-05|3|True Detective: Music From The HBO Series|Soundtrack||3|1|Hot Shot Debut
2015-09-05|4|Another One|Mac DeMarco|0qE5QSP0wAkhMzt8X4TGPC|1|2|-3
2015-09-05|5|Before This World|James Taylor|7nNmJTgCFOJtTlhSRZXcPQ|1|10|0
2015-09-05|6|Positive Songs For Negative People|Frank Turner|74kibOnFEYvBPM0g2GaSBf|3|2|-3
2015-09-05|7|Beneath The Skin|Of Monsters And Men|1XoZXbaY5k41bIxBekZG5b|1|11|0
2015-09-05|8|Wanted On Voyage|George Ezra|5tF2lAa2rh2kU2xIiBzWia|1|30|+2
2015-09-05|9|Ashes & Dust|Warren Haynes Featuring Railroad Earth|0HbYURnxNSvT8urV5FOizW|2|4|0
2015-09-05|10|Chaos And The Calm|James Bay|3GqsyMrJu3o8jLiGyBsBQW|1|22|+1
2015-09-05|11|Dream Your Life Away|Vance Joy|6rIbiUMmZJfqJRnXhVxFvg|2|49|+1
2015-09-05|12|Abyss|Chelsea Wolfe|7bDxnaImZCM2TJbsI1gMVi|6|2|-6
2015-09-05|13|Carrie & Lowell|Sufjan Stevens|0U8DeqqKDgIhIiWOdqiQXE|1|21|+3
2015-09-05|14|Sometimes I Sit And Think, And Sometimes I Just Sit.|Courtney Barnett|4xRrnbv5WmQp6CJXksbF1t|1|22|+1
2015-09-05|15|The Firewatcher's Daughter|Brandi Carlile|574vPW6gCbK6lYxk5JGvFe|1|24|+6
2015-09-05|16|The Trackless Woods|Iris DeMent||13|2|-3
2015-09-05|17|Imaginary Man|Rayland Baxter|5vuuDLz1HsLO9EFWKCZzxx|17|1|New
2015-09-05|18|Watkins Family Hour|Watkins Family Hour|6NgDkiNpQUGUavFDXvAKrP|7|4|+5
2015-09-05|19|The Spirit Moves|Langhorne Slim & The Law|77UiJMD9OVYj2YXr2gO9L5|8|2|-11
2015-09-05|20|Trading Change|Jeremy Loops|292lHeXMyd9BPKARHNYuGm|20|1|New
2015-09-05|21|I Love You, Honeybear|Father John Misty|2A8IKX257C4hJaYUHMhLP7|2|28|-3
2015-09-05|22|The Essential Bob Dylan (2014)|Bob Dylan|1y3abw64BlSEeFuuhjlke1|16|8|Re-Entry
2015-09-05|23|Star Wars|Wilco|7BD2cOGKumTOMctWSysCD5|2|1|New
2015-09-05|24|Strange Trails|Lord Huron|1SUC3BzNqa5Kna2bZAsAK8|1|20|-2
2015-09-05|25|Ocean Beach/Shock Me|Red House Painters||25|1|New
2015-08-29|1|Another One|Mac DeMarco|0qE5QSP0wAkhMzt8X4TGPC|1|1|Hot Shot Debut
2015-08-29|2|Something More Than Free|Jason Isbell|1x3gpcLJaZA8vkLxRa6EhH|1|4|-1
2015-08-29|3|Positive Songs For Negative People|Frank Turner|74kibOnFEYvBPM0g2GaSBf|3|1|New
2015-08-29|4|Hozier|Hozier|7HW03Zew4rnOhy5uwskRSz|1|45|-2
2015-08-29|5|Before This World|James Taylor|7nNmJTgCFOJtTlhSRZXcPQ|1|9|-2
2015-08-29|6|Abyss|Chelsea Wolfe|7bDxnaImZCM2TJbsI1gMVi|6|1|New
2015-08-29|7|Beneath The Skin|Of Monsters And Men|1XoZXbaY5k41bIxBekZG5b|1|10|-1
2015-08-29|8|The Spirit Moves|Langhorne Slim & The Law|77UiJMD9OVYj2YXr2gO9L5|8|1|New
2015-08-29|9|Ashes & Dust|Warren Haynes Featuring Railroad Earth|0HbYURnxNSvT8urV5FOizW|2|3|-5
2015-08-29|10|Wanted On Voyage|George Ezra|5tF2lAa2rh2kU2xIiBzWia|1|29|-5
2015-08-29|11|Chaos And The Calm|James Bay|3GqsyMrJu3o8jLiGyBsBQW|1|21|-3
2015-08-29|12|Dream Your Life Away|Vance Joy|6rIbiUMmZJfqJRnXhVxFvg|2|48|Re-Entry
2015-08-29|13|The Trackless Woods|Iris DeMent||13|1|New
2015-08-29|14|Holy Smokes|Jonathan Tyler|2S3ONL0LSb05Xjh7CzIaZZ|14|1|New
2015-08-29|15|Sometimes I Sit And Think, And Sometimes I Just Sit.|Courtney Barnett|4xRrnbv5WmQp6CJXksbF1t|1|21|-5
2015-08-29|16|Carrie & Lowell|Sufjan Stevens|0U8DeqqKDgIhIiWOdqiQXE|1|20|-3
2015-08-29|17|The Monsanto Years|Neil Young + Promise Of The Real||2|7|-6
2015-08-29|18|I Love You, Honeybear|Father John Misty|2A8IKX257C4hJaYUHMhLP7|2|27|-3
2015-08-29|19|Ode To Thinking|Bobby Long|0JhRmp2o94K5CNd8csBGrC|19|1|New
2015-08-29|20|Sing Into My Mouth|Iron And Wine & Ben Bridwell|7HXvXyk3wOhwLX3RM7ewGc|4|4|-8
2015-08-29|21|The Firewatcher's Daughter|Brandi Carlile|574vPW6gCbK6lYxk5JGvFe|1|23|-7
2015-08-29|22|Strange Trails|Lord Huron|1SUC3BzNqa5Kna2bZAsAK8|1|19|-5
2015-08-29|23|Watkins Family Hour|Watkins Family Hour|6NgDkiNpQUGUavFDXvAKrP|7|3|-14
2015-08-29|24|Stay Gold|First Aid Kit|3fVthsmWSbJpGp7gjxf5xI|2|37|Re-Entry
2015-08-29|25|All Your Favorite Bands|Dawes|1MuenT1cvvI0YCs3hsJDBE|1|11|-9
2015-08-22|1|Something More Than Free|Jason Isbell|1x3gpcLJaZA8vkLxRa6EhH|1|3|0
2015-08-22|2|Hozier|Hozier|7HW03Zew4rnOhy5uwskRSz|1|44|+2
2015-08-22|3|Before This World|James Taylor|7nNmJTgCFOJtTlhSRZXcPQ|1|8|0
2015-08-22|4|Ashes & Dust|Warren Haynes Featuring Railroad Earth|0HbYURnxNSvT8urV5FOizW|2|2|-2
2015-08-22|5|Wanted On Voyage|George Ezra|5tF2lAa2rh2kU2xIiBzWia|1|28|+1
2015-08-22|6|Beneath The Skin|Of Monsters And Men|1XoZXbaY5k41bIxBekZG5b|1|9|-1
2015-08-22|7|Live In America (EP)|Hozier||7|1|Hot Shot Debut
2015-08-22|8|Chaos And The Calm|James Bay|3GqsyMrJu3o8jLiGyBsBQW|1|20|+1
2015-08-22|9|Watkins Family Hour|Watkins Family Hour|6NgDkiNpQUGUavFDXvAKrP|7|2|-2
2015-08-22|10|Sometimes I Sit And Think, And Sometimes I Just Sit.|Courtney Barnett|4xRrnbv5WmQp6CJXksbF1t|1|20|+1
2015-08-22|11|The Monsanto Years|Neil Young + Promise Of The Real||2|6|-3
2015-08-22|12|Sing Into My Mouth|Iron And Wine & Ben Bridwell|7HXvXyk3wOhwLX3RM7ewGc|4|3|0
2015-08-22|13|Carrie & Lowell|Sufjan Stevens|0U8DeqqKDgIhIiWOdqiQXE|1|19|0
2015-08-22|14|The Firewatcher's Daughter|Brandi Carlile|574vPW6gCbK6lYxk5JGvFe|1|22|+2
2015-08-22|15|I Love You, Honeybear|Father John Misty|2A8IKX257C4hJaYUHMhLP7|2|26|+5
2015-08-22|16|All Your Favorite Bands|Dawes|1MuenT1cvvI0YCs3hsJDBE|1|10|-1
2015-08-22|17|Strange Trails|Lord Huron|1SUC3BzNqa5Kna2bZAsAK8|1|18|+1
2015-08-22|18|The Longest Ride|Soundtrack||14|6|+1
2015-08-22|19|Didn't It Rain|Amy Helm|2keN2Mu0KQzbWq3O4qyLIO|10|2|-9
2015-08-22|20|Lost On The River|The New Basement Tapes|2d25Dhlk9EcJjrW0K0tnV9|2|33|Re-Entry
2015-08-22|21|Little Neon Limelight|Houndmouth|6Gz5tGa43FSecxkYcX0O5h|6|16|+4
2015-08-22|22|If I've Only One Time Askin'|Daniel Romano|3B1r0w2JPVaG7FhT5Wf7jc|22|1|New
2015-08-22|23|The Essential Bob Dylan (2014)|Bob Dylan|1y3abw64BlSEeFuuhjlke1|16|7|Re-Entry
2015-08-22|24|One Lost Day|Indigo Girls|72niJ7DiCvI3PeMItcjSkr|2|10|0
2015-08-22|25|The Traveling Kind|Emmylou Harris & Rodney Crowell||3|12|Re-Entry
2015-08-15|1|Something More Than Free|Jason Isbell|1x3gpcLJaZA8vkLxRa6EhH|1|2|0
2015-08-15|2|Ashes & Dust|Warren Haynes Featuring Railroad Earth|0HbYURnxNSvT8urV5FOizW|2|1|Hot Shot Debut
2015-08-15|3|Before This World|James Taylor|7nNmJTgCFOJtTlhSRZXcPQ|1|7|-1
2015-08-15|4|Hozier|Hozier|7HW03Zew4rnOhy5uwskRSz|1|43|-1
2015-08-15|5|Beneath The Skin|Of Monsters And Men|1XoZXbaY5k41bIxBekZG5b|1|8|+2
2015-08-15|6|Wanted On Voyage|George Ezra|5tF2lAa2rh2kU2xIiBzWia|1|27|+4
2015-08-15|7|Watkins Family Hour|Watkins Family Hour|6NgDkiNpQUGUavFDXvAKrP|7|1|New
2015-08-15|8|The Monsanto Years|Neil Young + Promise Of The Real||2|5|-2
2015-08-15|9|Chaos And The Calm|James Bay|3GqsyMrJu3o8jLiGyBsBQW|1|19|0
2015-08-15|10|Didn't It Rain|Amy Helm|2keN2Mu0KQzbWq3O4qyLIO|10|1|New
2015-08-15|11|Sometimes I Sit And Think, And Sometimes I Just Sit.|Courtney Barnett|4xRrnbv5WmQp6CJXksbF1t|1|19|-6
2015-08-15|12|Sing Into My Mouth|Iron And Wine & Ben Bridwell|7HXvXyk3wOhwLX3RM7ewGc|4|2|-8
2015-08-15|13|Carrie & Lowell|Sufjan Stevens|0U8DeqqKDgIhIiWOdqiQXE|1|18|-1
